,CnpjCpf,Nome,NomeFantasia,Logradouro,NumeroLogradouro,ComplementoEndereco,BairroEndereco,MunicipioEndereco,UfEndereco,TelefonePrincipal,EmailPrincipal,Site,ReceitaSituacao,ReceitaDataSituacao,ReceitaMotivoSituacao,ReceitaTipo,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaEFR,ReceitaSituacaoEspecial,ReceitaDataSituacaoEspecial,ReceitaCapitalSocial,CadastroRaizCNPJ_Id,Nire,OpcaoTributaria,SimplesNacional,SIMEI,SimplesNacionalSIMEIConsultaDe,Porte,ReceitaAtividade,ReceitaAtividadeSecundaria,VaduAtividadeCNAE,ReceitaMatrizCapitalSocial,CepEnderecoFormatado,Socios,CodIbge
10,03.532.453/0001-57,PLASTICOS ZANOTTI LTDA,,ROD GUILHERME JENSEN,S/N,GALPAO02 KM 13,AREA INDUSTRIAL,MASSARANDUBA,SC,(47) 3376-4433,,www.plasticoszanotti.com,ATIVA,2003-10-18T00:00:00.000,,MATRIZ,1999-11-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,2928000.0,3532453,42.202.755.023,,False,False,2018-11-20T00:00:00.000,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
","22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
64.62-0/00 Holdings de instituições não financeiras
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
",Indústria,2928000.0,89108-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NELSON ZANOTTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NZ ADMINISTRADORA DE BENS EIRELI', 'NomeRepresentanteLegal': None}]",4210605
11,82.134.073/0001-30,FRANGOS MORGANA ABATE DE AVES LTDA,,R OSNI KUHNEN,540,,ALTO ARIRIU,PALHOCA,SC,(48) 3241-4767/ (48) 9971-6046,djccontabilidade@uol.com.br,,ATIVA,2004-10-16T00:00:00.000,,MATRIZ,1990-08-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,10000000.0,82134073,42.201.315.470,,,,,DEMAIS,"10.12-1/01 Abate de aves
","47.22-9/01 Comércio varejista de carnes - açougues
47.12-1/00 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns
47.29-6/99 Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
01.55-5/01 Criação de frangos para corte
10.66-0/00 Fabricação de alimentos para animais
",Indústria,10000000.0,88135-609,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCOS JOSE DA SILVA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'BRUNO SILVA MARTINS DA SILVA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'AMANDA DUARTE DA SILVA', 'NomeRepresentanteLegal': None}]",4211900
12,73.305.815/0001-52,DIPRORAMA IND. E COM. DE NUTRICAO ANIMAL LTDA,,EST GERAL - RIBEIRAO DA ERVA - RODOVIA SC 422,10400,,LOCALIDADE DE RIBEIRAO DA ERVA,TAIO,SC,(47) 3562-1261/ (47) 3562-1526,jaciluz@brturbo.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1993-08-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,220000.0,73305815,42.201.980.996,,,,,DEMAIS,"10.66-0/00 Fabricação de alimentos para animais
","46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
47.71-7/04 Comércio varejista de medicamentos veterinários
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
46.83-4/00 Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo
",Indústria,220000.0,89190-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EDNALDO TREVIZAN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PAULO RICARDO TREVIZAN', 'NomeRepresentanteLegal': None}]",4217808
13,92.804.541/0001-90,IMPORTADORA E EXPORTADORA DE MEDIDORES POLIMATE LTDA,POLIMATE,AV CORONEL LUCAS DE OLIVEIRA,364,ANEXO 356,AUXILIADORA,PORTO ALEGRE,RS,(51) 3332-9400,amaury@polimate.com.br,www.polimate.com.br,ATIVA,2005-09-24T00:00:00.000,,MATRIZ,1969-02-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1600000.0,92804541,43.200.157.863,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"46.63-0/00 Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
","33.12-1/02 Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle
46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
74.90-1/04 Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários
",Comércio,1600000.0,90440-010,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOSEF ADAM VITUS KASIMIR FUHRER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'INGEBORG GERTRUD FUHRER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'WOLF DIETER FUHRER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RALPH PETER FUHRER', 'NomeRepresentanteLegal': None}]",4314902
14,86.365.350/0001-77,SANTA RITA - COMERCIO E INSTALACOES LTDA.,,R DR. FULVIO ADUCCI,1028,ANDAR 4 SALA 06,ESTREITO,FLORIANOPOLIS,SC,(48) 3271-5050,contabil@santarita.com.br,www.santarita.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1969-12-31T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,18700000.0,86365350,42.200.268.796,LUCRO REAL,False,False,2021-04-20T15:16:52.000,DEMAIS,"47.44-0/99 Comércio varejista de materiais de construção em geral
","42.21-9/02 Construção de estações e redes de distribuição de energia elétrica
42.21-9/03 Manutenção de redes de distribuição de energia elétrica
43.21-5/00 Instalação e manutenção elétrica
43.29-1/04 Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos
71.12-0/00 Serviços de engenharia
",Comércio,18700000.0,88075-000,"[{'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CACILDA PEIXER LEMOS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FRANCISCO XAVIER LEMOS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'TIMBE PARTICIPACOES SOCIETARIAS LTDA', 'NomeRepresentanteLegal': 'CACILDA PEIXER LEMOS'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'FPMV PARTICIPACOES SOCIETARIAS LTDA', 'NomeRepresentanteLegal': 'FRANCISCO XAVIER LEMOS'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'SR PARTICIPACOES S.A.', 'NomeRepresentanteLegal': 'FRANCISCO XAVIER LEMOS'}]",4205407
15,05.145.957/0001-40,BRUNO INDUSTRIAL LTDA,,ROD BR 282,83,KM 340,INDUSTRIAL,CAMPOS NOVOS,SC,,fiscal@bruno.com.br,,ATIVA,2005-09-24T00:00:00.000,,MATRIZ,2002-07-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,300000.0,5145957,42.203.181.004,LUCRO REAL,False,False,2020-09-13T19:52:43.000,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
","33.14-7/99 Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
46.63-0/00 Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
64.62-0/00 Holdings de instituições não financeiras
",Indústria,300000.0,89620-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DENILCE JUNG', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CAROLINA DA SILVA VIEIRA SCHALY', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANGELO RICARDO HENZ', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANDERSON KAISER', 'NomeRepresentanteLegal': None}]",4203600
16,87.843.660/0001-12,BASSO VINHOS E ESPUMANTES LTDA EM RECUPERACAO JUDICIAL,,"ROD VRS 834, KM 9,14",S/N,,AREA RURAL DE FARROUPILHA,FARROUPILHA,RS,(54) 2109-7400,fabiano@vinicolabasso.com.br,,ATIVA,2005-06-24T00:00:00.000,,MATRIZ,1974-04-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,RECUPERACAO JUDICIAL,2018-01-30T00:00:00.000,1800000.0,87843660,43.200.395.144,LUCRO PRESUMIDO,False,False,2018-11-20T00:00:00.000,DEMAIS,"11.12-7/00 Fabricação de vinho
","47.23-7/00 Comércio varejista de bebidas
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
10.33-3/02 Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados
11.13-5/02 Fabricação de cervejas e chopes
47.29-6/99 Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
",Indústria,1800000.0,95181-899,"[{'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FABIANO BASSO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'RUI BASSO PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'RUI BASSO'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'RDM REPRESENTACOES E PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'RUDIMAR LUIZ BASSO'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'MOACIR BASSO E FILHOS PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'MOACIR BASSO'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'SGF PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'FABIANO BASSO'}]",4307906
17,08.895.701/0001-48,HAGAPACK INDUSTRIA E COMERCIO DE PLASTICOS LTDA.,,R BONFIM,346,GALPAOA,DO SALTO,BLUMENAU,SC,(47) 3037-5945,escrita.kaestner@terra.com.br,,ATIVA,2007-06-18T00:00:00.000,,MATRIZ,2007-06-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,60000.0,8895701,42.203.939.896,,False,False,2018-11-20T00:00:00.000,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
","47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
18.13-0/99 Impressão de material para outros usos
22.21-8/00 Fabricação de laminados planos e tubulares de material plástico
",Indústria,60000.0,89031-650,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SILVIO HIRT JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RODRIGO HEIDMANN', 'NomeRepresentanteLegal': None}]",4202404
18,95.816.963/0001-74,PERFIPAR S/A MANUFATURADOS DE ACO EM RECUPERACAO JUDICIAL,PERFIPAR,R IVAN LUIZ COELHO,273,,PALMITAL,COLOMBO,PR,(41) 3360-8879,CONTROLADORIA@PERFIPAR.COM.BR,www.perfipar.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1993-02-11T00:00:00.000,205-4 - Sociedade Anônima Fechada,,RECUPERACAO JUDICIAL,2014-06-18T00:00:00.000,,95816963,41.300.085.226,LUCRO REAL,False,False,2021-02-24T11:40:30.000,DEMAIS,"24.31-8/00 Produção de tubos de aço com costura
","00.00-0/00 Não informada
",Indústria,,83413-125,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'TEODORICO LUIZ COELHO NETO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'AGENERIO LUIZ COELHO', 'NomeRepresentanteLegal': None}]",4105805
19,03.591.919/0001-95,"DI CANALLI COMERCIO, TRANSPORTES E EMPREENDIMENTOS LTDA",,ROD BR 285,SN,KM 181,VALINHOS,PASSO FUNDO,RS,,,www.dicanalli.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2000-01-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1605215.0,3591919,43.204.370.065,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
","52.29-0/99 Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
47.44-0/99 Comércio varejista de materiais de construção em geral
45.30-7/03 Comércio a varejo de peças e acessórios novos para veículos automotores
41.20-4/00 Construção de edifícios
68.10-2/02 Aluguel de imóveis próprios
68.21-8/02 Corretagem no aluguel de imóveis
52.50-8/03 Agenciamento de cargas, exceto para o transporte marítimo
41.10-7/00 Incorporação de empreendimentos imobiliários
77.39-0/99 Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador
",Serviço,1605215.0,99042-800,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCIO BIANCHINI CANALLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DALIANA DE ALMEIDA', 'NomeRepresentanteLegal': None}]",4314100
20,13.785.854/0001-72,MICROINOX - FUNDICAO DE PRECISAO E USINAGEM LTDA.,MICROINOX,R GERSON ANDREIS,892,,DISTRITO INDUSTRIAL,CAXIAS DO SUL,RS,(54) 3022-2500,elisandra.coelho@microinox.com.br,,ATIVA,2011-06-03T00:00:00.000,,MATRIZ,2011-06-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,74059693.0,13785854,43.206.926.443,,False,False,2019-08-20T15:07:40.000,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
","25.39-0/01 Serviços de usinagem, torneiria e solda
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
64.63-8/00 Outras sociedades de participação, exceto holdings
74.90-1/99 Outras atividades profissionais, científicas e técnicas não especificadas anteriormente
",Indústria,74059693.0,95112-130,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NADIR PEDRO RIZZI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROBERTO ERON RIZZI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'HIDRO JET EQUIPAMENTOS HIDRAULICOS LTDA', 'NomeRepresentanteLegal': 'ROBERTO ERON RIZZI'}]",4305108
21,03.726.402/0001-66,BOXTOP DO BRASIL ELEVADORES LTDA,,R JOAO HOFFMANN,378,,FUNDO CANOAS,RIO DO SUL,SC,(47) 3520-2700,boxtop@boxtop.com.br,www.boxtop.com.br,ATIVA,2003-07-05T00:00:00.000,,MATRIZ,2000-03-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,805200.0,3726402,42.202.809.611,,False,False,2018-11-20T00:00:00.000,DEMAIS,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
","28.22-4/01 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios
33.21-0/00 Instalação de máquinas e equipamentos industriais
28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
28.61-5/00 Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta
43.29-1/03 Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes
33.14-7/08 Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas
46.69-9/99 Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
",Indústria,805200.0,89163-440,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'OSVINO MILIORINI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CIRO JOSE CERUTTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'VALUTTA FOMENTO E PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'CIRO JOSE CERUTTI'}]",4214805
22,03.838.986/0001-61,CASA DA PANIFICACAO COMERCIO DE PRODUTOS PARA PANIFICACAO LTDA,CASA DO PANIFICADOR,R ANACLETO BUSATO,SN,,SERTAO DO MARUIM,SAO JOSE,SC,(48) 3246-5503,,,ATIVA,2005-08-27T00:00:00.000,,MATRIZ,2000-05-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,850000.0,3838986,42.202.836.511,,False,False,2020-07-02T11:51:24.000,DEMAIS,"46.32-0/02 Comércio atacadista de farinhas, amidos e féculas
","46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",Comércio,850000.0,88122-022,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADRIANO CUNHA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'TEREZINHA CUNHA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PATRICIA CUNHA SANT ANA', 'NomeRepresentanteLegal': None}]",4216602
23,04.376.684/0001-81,CENTERPLAST EMBALAGENS PLASTICAS LTDA,CP EMBALAGENS,R XV DE NOVEMBRO,1.945,GALPAO01,CENTRO,POMERODE,SC,(47) 3387-1616,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2001-02-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,250000.0,4376684,42.202.950.969,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
","00.00-0/00 Não informada
",Indústria,250000.0,89107-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROGERIO KLEMANN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARLETE KLEMANN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RALF KLEMANN', 'NomeRepresentanteLegal': None}]",4213203
24,78.627.148/0001-48,PLASTIBRAS INDUSTRIA DE PLASTICOS LTDA.,,R TENENTE ANTONIO JOAO,4.000,,BOM RETIRO,JOINVILLE,SC,(047) 4330-633,,www.plastibras.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1984-12-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,300000.0,78627148,42.200.693.110,,False,False,2020-05-12T15:35:05.000,EPP,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
","22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
25.43-8/00 Fabricação de ferramentas
33.14-7/22 Manutenção e reparação de máquinas e aparelhos para a indústria do plástico
",Indústria,300000.0,89223-100,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RENATO LUIZ DE OLIVEIRA KRIEGER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DANIELA ANTUNES KRIEGER GOMES', 'NomeRepresentanteLegal': None}]",4209102
25,84.907.781/0001-92,ENVASE COMERCIO DE EMBALAGENS - EIRELI,,R PEDRO FILA,289,,THOMAZ COELHO,ARAUCARIA,PR,,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1991-12-05T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,63000.0,84907781,41.600.009.223,SIMPLES NACIONAL,True,False,2020-09-23T07:26:30.000,EPP,"22.22-6/00 Fabricação de embalagens de material plástico
","17.31-1/00 Fabricação de embalagens de papel
",Indústria,63000.0,83707-110,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARTEMIO ALVES DE OLIVEIRA', 'NomeRepresentanteLegal': None}]",4101804
26,76.380.914/0001-97,INDESTEL INDUSTRIA DE EMBALAGENS OESTE LTDA,,R ILHOTA,52,LETRA D,CRISTO REI,CHAPECO,SC,(49) 3324-2703/ (49) 3324-2703,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1982-10-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,460000.0,76380914,42.200.345.138,LUCRO PRESUMIDO,,,,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",,Indústria,460000.0,89810-030,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DERLI ANTONIO TAUGEN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JANETE TERESINHA TAUGEN', 'NomeRepresentanteLegal': None}]",4204202
27,90.336.215/0001-70,ZANETTI ALDRIGHI & CIA LTDA,,R SATURNINO DE BRITTO,554,577,JUNCAO,RIO GRANDE,RS,,,,INAPTA,2021-03-23T00:00:00.000,OMISSAO DE DECLARACOES,MATRIZ,1985-06-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1500000.0,90336215,43.200.892.610,,False,False,2018-11-20T00:00:00.000,DEMAIS,,,,1500000.0,96212-630,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LUIZ CARLOS ZANETTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOSE ANTONIO ALDRIGHI ZANETTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARIA HELENA TEIXEIRA ZANETTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'TANIA MARIA HORNES ZANETTI', 'NomeRepresentanteLegal': None}]",4315602
28,05.378.317/0001-80,CRISTAL MASTER INDUSTRIA E COMERCIO LTDA,CRISTAL MASTER,AV SANTOS DUMONT,3785,FUNDOS,ZONA INDUSTRIAL NORTE,JOINVILLE,SC,(47) 3451-5030,cristalmaster@cristalmaster.com.br,www.cristalmaster.com.br,ATIVA,2002-11-01T00:00:00.000,,MATRIZ,2002-11-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,5000000.0,5378317,42.203.233.543,LUCRO REAL,False,False,2020-01-14T08:24:54.000,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
","00.00-0/00 Não informada
",Indústria,5000000.0,89219-730,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LUIZ CARLOS REINERT DOS SANTOS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARIA ELIZA LUZ', 'NomeRepresentanteLegal': None}]",4209102
