,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
615,NOBRE PAINEIS LTDA,SC,ATIVA,2002-04-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1198270.0,,DEMAIS,"16.21-8/00 Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
",04.997.181/0001-23,de 4.800.000 até 10.000.000,de 50 até 100,0,-
616,FABRIBAM INDUSTRIA E COMERCIO DE MOVEIS LTDA,SC,ATIVA,1995-05-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",00.583.345/0001-15,de 10.000.000 até 30.000.000,de 100 até 500,0,-
617,INDUMA S/A INDUSTRIA DE PAPEL E PAPELAO,SC,ATIVA,1966-08-31T00:00:00.000,205-4 - Sociedade Anônima Fechada,,13500000.0,LUCRO PRESUMIDO,DEMAIS,"17.22-2/00 Fabricação de cartolina e papel-cartão
",82.643.255/0001-37,de 10.000.000 até 30.000.000,de 100 até 500,0,-
618,BRENDA CONFECCOES LTDA,SC,ATIVA,2003-12-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000.0,,ME,"14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
",06.042.259/0001-81,de 4.800.000 até 10.000.000,de 50 até 100,0,-
619,CISABRASILE LTDA.,SC,ATIVA,2002-06-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,28855071.0,,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",05.120.289/0001-04,de 30.000.000 até 100.000.000,de 100 até 500,0,-
620,KOPSCH CONFECCOES LTDA,SC,ATIVA,1998-02-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,155808.0,LUCRO REAL,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",02.554.179/0001-54,de 4.800.000 até 10.000.000,de 100 até 500,377,"2.080.666,82"
621,SAO GABRIEL PAPEIS LTDA,PR,ATIVA,2001-03-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"17.21-4/00 Fabricação de papel
",04.346.278/0001-76,de 30.000.000 até 100.000.000,de 50 até 100,7,"21.939.126,76"
622,EURO TELHAS INDUST E COMERCIO LTDA,RS,ATIVA,1997-12-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO REAL,DEMAIS,"25.32-2/01 Produção de artefatos estampados de metal
",02.290.876/0001-45,de 10.000.000 até 30.000.000,de 50 até 100,18,"915.383,36"
623,SATAKE AMERICA LATINA LTDA.,SC,ATIVA,1999-08-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6000000.0,,DEMAIS,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",03.483.185/0001-20,de 10.000.000 até 30.000.000,de 100 até 500,0,-
624,"KAMMOLDES SERVICOS DE USINAGEM, MOLDES E MATRIZES LTDA",SC,ATIVA,2004-05-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,DEMAIS,"25.43-8/00 Fabricação de ferramentas
",06.251.628/0001-46,de 4.800.000 até 10.000.000,de 50 até 100,5,"7.997,53"
625,LAMITIBA COMERCIO DE LAMINAS E MADEIRAS - EIRELI,PR,ATIVA,2001-04-27T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,80000.0,,EPP,"46.71-1/00 Comércio atacadista de madeira e produtos derivados
",04.427.774/0001-54,de 81.000 até 360.000,de 10 até 50,84,"301.622,02"
626,NOVACKI PAPEL E EMBALAGENS S.A.,SP,ATIVA,2011-07-08T00:00:00.000,205-4 - Sociedade Anônima Fechada,,100000.0,LUCRO REAL,DEMAIS,"17.21-4/00 Fabricação de papel
",13.987.350/0001-35,de 100.000.000 até 300.000.000,de 100 até 500,0,-
627,ALUMASS METALURGIA INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1991-08-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,265000.0,,DEMAIS,"24.51-2/00 Fundição de ferro e aço
",85.134.096/0001-33,de 1.500.000 até 4.800.000,de 50 até 100,0,-
628,BURGO PAR COMPONENTES PARA CALCADOS EIRELI,RS,ATIVA,2016-08-11T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,SIMPLES NACIONAL,ME,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",25.510.746/0001-76,de 81.000 até 360.000,de 10 até 50,?,
629,RELIX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,SC,ATIVA,2005-10-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,360000.0,,ME,"38.39-4/99 Recuperação de materiais não especificados anteriormente
",07.646.232/0001-60,de 4.800.000 até 10.000.000,de 50 até 100,0,-
630,LAMIGRAF DO BRASIL INDUSTRIA E COMERCIO DE PAPEIS DECORATIVOS LTDA,PR,ATIVA,2012-10-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2230206.0,LUCRO REAL,DEMAIS,"17.49-4/00 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente
",17.322.957/0001-57,de 4.800.000 até 10.000.000,de 50 até 100,0,-
631,FALCOA FUNDICAO DE ALUMINIO LTDA,PR,ATIVA,1992-09-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,250000.0,,DEMAIS,"24.52-1/00 Fundição de metais não ferrosos e suas ligas
",85.498.269/0001-00,de 10.000.000 até 30.000.000,de 50 até 100,10,"4.937.619,46"
632,RESPLENDOR ALIMENTOS LTDA,SC,ATIVA,1994-11-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,15000.0,,DEMAIS,"10.13-9/01 Fabricação de produtos de carne
",00.282.717/0001-73,de 30.000.000 até 100.000.000,de 50 até 100,0,-
633,SERRANA EMBALAGENS LTDA,SC,ATIVA,2011-03-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,110000.0,,DEMAIS,"16.23-4/00 Fabricação de artefatos de tanoaria e de embalagens de madeira
",13.408.823/0001-00,de 1.500.000 até 4.800.000,de 10 até 50,0,-
634,ROTOMOL INDUSTRIA DE PLASTICOS EIRELI,RS,ATIVA,2011-06-20T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,300000.0,,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",13.913.242/0001-18,de 4.800.000 até 10.000.000,de 100 até 500,?,
635,LINZ FABRICA DE MOVEIS LTDA,SC,ATIVA,2008-05-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,SIMPLES NACIONAL,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
",09.574.015/0001-38,de 360.000 até 1.500.000,de 10 até 50,0,-
636,STAR TEC INDUSTRIA DE MATRIZES LTDA,RS,ATIVA,1995-04-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,,EPP,"25.43-8/00 Fabricação de ferramentas
",00.540.982/0001-04,de 360.000 até 1.500.000,de 10 até 50,?,
637,KOALA ENERGY LTDA,SC,ATIVA,2002-10-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5000000.0,,DEMAIS,"16.29-3/01 Fabricação de artefatos diversos de madeira, exceto móveis
",05.346.462/0001-89,de 30.000.000 até 100.000.000,de 100 até 500,0,-
638,BACIC INDUSTRIAL DE PLASTICOS EIRELI,SC,ATIVA,2005-03-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,200000.0,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",07.365.641/0001-99,de 10.000.000 até 30.000.000,de 100 até 500,0,-
639,VISUAL INDUSTRIA E COMERCIO DE CONFECCOES LTDA.,SC,ATIVA,1995-04-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,600000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",00.568.490/0001-27,de 4.800.000 até 10.000.000,de 50 até 100,0,-
640,CHOCOLATES RITZMANN LTDA,PR,ATIVA,2011-07-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,LUCRO REAL,ME,"10.93-7/01 Fabricação de produtos derivados do cacau e de chocolates
",14.069.148/0001-97,de 81.000 até 360.000,de 10 até 50,2,"41.054,39"
641,IBP INDUSTRIA METALURGICA LTDA,RS,ATIVA,1998-01-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,360000.0,SIMPLES NACIONAL,EPP,"25.99-3/02 Serviço de corte e dobra de metais
",02.376.612/0001-09,de 360.000 até 1.500.000,de 10 até 50,1,"590.505,59"
642,SOLUQUIM INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS EIRELI,RS,ATIVA,2004-09-21T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,95400.0,SIMPLES NACIONAL,ME,"20.99-1/99 Fabricação de outros produtos químicos não especificados anteriormente
",07.048.995/0001-00,de 81.000 até 360.000,de 10 até 50,60,"1.671.019,24"
643,OLEOS BRASIL SUL - INDUSTRIA E COMERCIO DE OLEOS E RACOES ANIMAIS LTDA,RS,ATIVA,2011-08-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2450000.0,,DEMAIS,"10.13-9/02 Preparação de subprodutos do abate
",14.178.395/0001-21,de 4.800.000 até 10.000.000,de 50 até 100,2,"20.920,90"
644,SULMIX INDUSTRIA DE DILUENTES LTDA,RS,ATIVA,2004-06-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,24000.0,,DEMAIS,"10.66-0/00 Fabricação de alimentos para animais
",06.637.075/0001-64,de 4.800.000 até 10.000.000,de 50 até 100,0,-
645,FUTURA FUNDICAO LTDA,SC,ATIVA,2004-08-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,15000.0,,EPP,"24.51-2/00 Fundição de ferro e aço
",06.935.509/0001-02,de 1.500.000 até 4.800.000,de 10 até 50,0,-
646,MOLDTOOL FERRAMENTARIA LTDA,SC,ATIVA,2000-10-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,80000.0,,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",04.120.251/0001-60,de 10.000.000 até 30.000.000,de 50 até 100,0,-
647,HIDEFRAN - FERRAMENTARIA LTDA,SC,ATIVA,2007-02-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000.0,,DEMAIS,"25.43-8/00 Fabricação de ferramentas
",08.662.965/0001-51,de 1.500.000 até 4.800.000,de 50 até 100,0,-
648,COBRESUL METAIS LTDA,SC,ATIVA,2008-06-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,51726804.0,LUCRO REAL,DEMAIS,"24.49-1/99 Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente
",09.652.146/0001-96,de 500.000.000 até 1.000.000.000,de 50 até 100,0,-
649,INDUSTRIA DE MOLDES MM EIRELI,SC,ATIVA,2006-01-09T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1200000.0,LUCRO REAL,DEMAIS,"25.43-8/00 Fabricação de ferramentas
",07.795.539/0001-23,de 0 até 81.000,de 100 até 500,0,-
650,R.H. INDUSTRIA E COMERCIO DE PAPELAO EIRELI,SC,ATIVA,1998-05-04T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,SIMPLES NACIONAL,EPP,"17.33-8/00 Fabricação de chapas e de embalagens de papelão ondulado
",02.576.052/0001-36,,,,
651,GRAMPLAST INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,SC,ATIVA,2010-06-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,120000.0,,EPP,"22.22-6/00 Fabricação de embalagens de material plástico
",12.058.523/0001-78,de 1.500.000 até 4.800.000,de 10 até 50,13,"1.158.597,62"
652,HACO ETIQUETAS LTDA,SC,ATIVA,1966-09-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,12550578.0,LUCRO REAL,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",82.645.862/0001-36,de 100.000.000 até 300.000.000,de 100 até 500,0,-
653,FAMOSSUL MADEIRAS S/A,PR,ATIVA,1973-10-15T00:00:00.000,205-4 - Sociedade Anônima Fechada,,22118876.0,LUCRO REAL,DEMAIS,"16.22-6/02 Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
",75.190.983/0001-75,de 30.000.000 até 100.000.000,de 100 até 500,0,-
654,FERCOPI INDUSTRIA DE BORRACHAS E COMERCIO LTDA,RS,ATIVA,1972-11-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1487850.0,,EPP,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",93.002.913/0001-28,de 1.500.000 até 4.800.000,de 10 até 50,25,"2.682.574,47"
655,FIBRASCA QUIMICA E TEXTIL LTDA,SC,ATIVA,1988-04-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,LUCRO REAL,DEMAIS,"13.13-8/00 Fiação de fibras artificiais e sintéticas
",80.662.315/0001-33,de 30.000.000 até 100.000.000,de 100 até 500,0,-
656,PAMPLONA ALIMENTOS S/A,SC,ATIVA,1969-08-14T00:00:00.000,205-4 - Sociedade Anônima Fechada,,174500000.0,LUCRO REAL,DEMAIS,"10.12-1/03 Frigorífico - abate de suínos
",85.782.878/0001-89,acima de 1.000.000.000,de 100 até 500,3,"48.750,00"
657,GAUCHAFARMA MEDICAMENTOS LTDA,RS,ATIVA,1983-12-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,19500000.0,LUCRO REAL,DEMAIS,"46.44-3/01 Comércio atacadista de medicamentos e drogas de uso humano
",89.735.070/0001-00,de 100.000.000 até 300.000.000,de 100 até 500,0,-
658,GDC ALIMENTOS S.A,SC,ATIVA,1997-12-03T00:00:00.000,205-4 - Sociedade Anônima Fechada,,60422869.19,LUCRO REAL,DEMAIS,"10.20-1/02 Fabricação de conservas de peixes, crustáceos e moluscos
",02.279.324/0001-36,acima de 1.000.000.000,de 100 até 500,0,-
659,GERMER PORCELANAS FINAS S.A.,PR,ATIVA,1966-08-03T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,LUCRO REAL,DEMAIS,"23.49-4/99 Fabricação de produtos cerâmicos não refratários não especificados anteriormente
",75.801.936/0001-10,de 30.000.000 até 100.000.000,de 100 até 500,2,"1.238,00"
660,GIOVELLI CIA LTDA,RS,ATIVA,1973-09-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3420000.0,LUCRO REAL,DEMAIS,"10.41-4/00 Fabricação de óleos vegetais em bruto, exceto óleo de milho
",90.455.866/0001-80,de 500.000.000 até 1.000.000.000,de 100 até 500,135,"18.906.912,75"
661,GOEDERT LTDA,SC,ATIVA,1986-12-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4245412.0,LUCRO REAL,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
",79.846.465/0001-18,de 100.000.000 até 300.000.000,de 50 até 100,0,-
662,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,RS,ATIVA,1990-11-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,250000.0,,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
",93.731.602/0001-08,de 10.000.000 até 30.000.000,de 100 até 500,0,-
663,IBRAP INDUSTRIA BRASILEIRA DE ALUMINIO E PLASTICOS SA,SC,ATIVA,1994-08-02T00:00:00.000,205-4 - Sociedade Anônima Fechada,,14175780.0,LUCRO REAL,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",00.130.132/0001-38,de 100.000.000 até 300.000.000,de 100 até 500,0,-
664,IGASA S A INDUSTRIA E COMERCIO DE AUTO PECAS,PR,ATIVA,1966-08-31T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1800040.0,LUCRO REAL,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
",76.547.397/0001-06,de 0 até 81.000,de 100 até 500,18,"5.537.429,52"
665,INDUSTRIA DE PALMILHAS BROCKER EIRELI,RS,ATIVA,1979-02-22T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,2000000.0,LUCRO PRESUMIDO,DEMAIS,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",89.576.573/0001-71,de 10.000.000 até 30.000.000,de 100 até 500,3,"222.911,86"
666,INDUSTRIA DE CALCADOS WEST COAST LTDA,RS,ATIVA,1987-09-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,64532000.0,LUCRO REAL,DEMAIS,"15.31-9/01 Fabricação de calçados de couro
",91.938.712/0001-01,de 100.000.000 até 300.000.000,de 100 até 500,2366,"34.530.132,50"
667,INDUSTRIA E COMERCIO DE FRIOS E LATIC CATARATAS EIRELI,PR,ATIVA,1975-09-25T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,950000.0,,DEMAIS,"46.31-1/00 Comércio atacadista de leite e laticínios
",76.329.762/0001-06,de 30.000.000 até 100.000.000,de 100 até 500,67,"520.014,48"
668,INDUSTRIA E COM DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,SC,ATIVA,1995-02-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,169500.0,,EPP,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",00.448.591/0001-64,de 4.800.000 até 10.000.000,de 50 até 100,0,-
669,ROLL STAR LTDA,SC,ATIVA,1978-10-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,34500.0,SIMPLES NACIONAL,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",83.519.272/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,?,
670,SODERTECNO INDUSTRIA E COMERCIO DE MAQUINAS E IMPLEMENTOS AGRICOLA LTDA EM RECUPERACAO JUDICIAL,RS,ATIVA,2000-05-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,101000.0,,DEMAIS,"25.21-7/00 Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
",03.809.754/0001-85,de 10.000.000 até 30.000.000,de 50 até 100,680,"1.874.115,68"
671,INDUSTRIAS ARTEFAMA S.A.,SC,ATIVA,1966-08-09T00:00:00.000,205-4 - Sociedade Anônima Fechada,,16718219.7,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",86.046.562/0001-91,de 30.000.000 até 100.000.000,de 100 até 500,0,-
672,ITALIA TRANSPORTES E LOGISTICA LTDA,RS,ATIVA,1996-09-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,LUCRO REAL,DEMAIS,"49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
",01.445.448/0001-81,de 10.000.000 até 30.000.000,de 50 até 100,583,"1.233.609,68"
673,AMAPA DO SUL SA INDUSTRIA DA BORRACHA,RS,ATIVA,1966-10-20T00:00:00.000,205-4 - Sociedade Anônima Fechada,,32461817.0,LUCRO REAL,DEMAIS,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",91.675.868/0001-47,de 1.500.000 até 4.800.000,de 100 até 500,134,"4.182.047,96"
674,KEKO ACESSORIOS S.A,RS,ATIVA,1986-06-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,,10000008.5,LUCRO REAL,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
",91.013.698/0001-35,de 100.000.000 até 300.000.000,de 100 até 500,687,"42.937.886,53"
675,KOCH METALURGICA S.A.,RS,ATIVA,1966-08-17T00:00:00.000,205-4 - Sociedade Anônima Fechada,,47992769.6,LUCRO REAL,DEMAIS,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
",92.693.928/0001-17,de 0 até 81.000,de 10 até 50,1220,"5.207.662,80"
676,LIDEAR MAQUINAS DO BRASIL LTDA,RS,ATIVA,1986-07-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1500000.0,LUCRO PRESUMIDO,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",91.120.907/0001-40,de 1.500.000 até 4.800.000,de 50 até 100,0,-
677,DARNEL EMBALAGENS LTDA.,PR,ATIVA,1998-05-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,106965612.63,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",02.538.436/0001-64,de 10.000.000 até 30.000.000,de 100 até 500,4,"7.051,03"
678,LULI INDUSTRIA E COMERCIO DE CONFECCOES EIRELI - EM RECUPERACAO JUDICIAL,SC,ATIVA,1985-01-21T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),RECUPERACAO JUDICIAL,6000000.0,LUCRO REAL,DEMAIS,"14.22-3/00 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
",78.644.424/0001-86,de 30.000.000 até 100.000.000,acima de 500,2,"231.145,34"
679,MADAL PALFINGER S/A,RS,ATIVA,1966-08-19T00:00:00.000,205-4 - Sociedade Anônima Fechada,,69217141.0,LUCRO REAL,DEMAIS,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
",88.613.856/0001-83,de 100.000.000 até 300.000.000,de 100 até 500,0,-
680,MALWEE MALHAS LTDA,SC,ATIVA,1966-01-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,667085902.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",84.429.737/0001-14,de 10.000.000 até 30.000.000,de 100 até 500,9,"167.818,75"
681,MARINGA SOLDAS S/A,PR,ATIVA,1969-07-07T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,LUCRO REAL,DEMAIS,"29.41-7/00 Fabricação de peças e acessórios para o sistema motor de veículos automotores
",79.142.139/0001-20,de 30.000.000 até 100.000.000,de 100 até 500,91,"314.077,16"
682,MARSUL INDUSTRIA E COMERCIO DE PROTEINAS EIRELI,RS,ATIVA,1986-10-21T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,2226862.0,LUCRO REAL,DEMAIS,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",91.271.718/0001-78,de 10.000.000 até 30.000.000,acima de 500,132,"3.000.301,22"
683,MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA,RS,ATIVA,1973-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,26515236.0,LUCRO REAL,DEMAIS,"25.31-4/01 Produção de forjados de aço
",88.303.375/0001-71,de 100.000.000 até 300.000.000,de 100 até 500,0,-
684,MENEGOTTI INDUSTRIAS METALURGICAS LTDA EM RECUPERACAO JUDICIAL,SC,ATIVA,1966-08-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,4713480.0,,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",84.431.154/0001-28,de 100.000.000 até 300.000.000,acima de 500,12,"4.384.452,53"
685,MERCOPLASA INDUSTRIA DE CONTENTORES EIRELI,RS,ATIVA,2003-04-25T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,8000000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",05.623.823/0001-97,de 1.500.000 até 4.800.000,de 10 até 50,0,-
686,METALGRIN INDUSTRIA DE PLASTICOS LTDA,RS,ATIVA,1966-08-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2370000.0,LUCRO REAL,EPP,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",91.672.105/0001-42,de 1.500.000 até 4.800.000,de 50 até 100,7,"193.463,47"
687,ALTERO DESIGN - INDUSTRIA E COMERCIO LTDA.,RS,ATIVA,1979-06-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5000000.0,LUCRO REAL,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",89.790.356/0001-80,de 100.000.000 até 300.000.000,de 100 até 500,1,"87,70"
688,METALURGICA BUZIN LTDA,RS,ATIVA,1970-11-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",88.665.005/0001-84,de 10.000.000 até 30.000.000,de 50 até 100,21,"8.192.341,04"
689,LUFER INDUSTRIA MECANICA S/A,PR,ATIVA,1975-04-15T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1800994.0,LUCRO PRESUMIDO,DEMAIS,"28.31-3/00 Fabricação de tratores agrícolas, peças e acessórios
",76.904.192/0001-22,de 10.000.000 até 30.000.000,de 100 até 500,56,"3.669.577,31"
690,METALURGICA TRAPP LTDA,SC,ATIVA,1976-06-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,16000000.0,LUCRO REAL,DEMAIS,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",83.238.832/0001-78,de 100.000.000 até 300.000.000,de 100 até 500,0,-
691,MOFERKO INDUSTRIA E COMERCIO DE FERROS E IMPLEMENTOS AGRICOLAS EIRELI,RS,ATIVA,2000-05-09T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,93700.0,,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",03.808.491/0001-90,de 10.000.000 até 30.000.000,de 50 até 100,11,"1.897.917,73"
692,MONDIANA INDUSTRIA DE PLASTICOS LTDA,SC,ATIVA,1996-09-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4388331.44,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",01.442.702/0001-98,de 30.000.000 até 100.000.000,de 100 até 500,0,-
693,MOULD INDUSTRIA DE MATRIZES LTDA,RS,ATIVA,1995-11-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1266000.0,,DEMAIS,"15.33-5/00 Fabricação de calçados de material sintético
",00.892.462/0001-60,de 30.000.000 até 100.000.000,de 100 até 500,0,-
694,MOVEIS D'CANDIDA INDUSTRIAS MOVELEIRAS LTDA.,RS,ATIVA,1991-06-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,900000.0,,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",91.192.294/0001-56,de 4.800.000 até 10.000.000,de 50 até 100,35,"1.584.586,01"
695,MOVEIS WEIHERMANN S A,SC,ATIVA,1966-09-05T00:00:00.000,205-4 - Sociedade Anônima Fechada,,9676733.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",86.047.362/0001-53,de 10.000.000 até 30.000.000,de 100 até 500,0,-
